date,lot_id,washing_start,washing_end,filter_press_start,filter_press_end,dry_start,dry_end,cooler_start,cooler_end,shifter_start,shifter_end,ems_start,ems_end,packing_start,packing_end,target_icp3
2022-12-11,221211343,2022-12-11 08:00:00,2022-12-11 12:11:00,2022-12-11 12:11:00,2022-12-11 16:20:00,2022-12-11 19:16:00,2022-12-12 19:06:00,2022-12-12 21:06:00,2022-12-13 01:16:00,2022-12-13 01:16:00,2022-12-13 05:08:00,2022-12-13 05:08:00,2022-12-13 09:10:00,2022-12-13 09:10:00,2022-12-13 13:16:00,0.2687
2022-12-12,221212344,2022-12-12 08:00:00,2022-12-12 12:11:00,2022-12-12 12:11:00,2022-12-12 16:11:00,2022-12-12 19:06:00,2022-12-13 19:26:00,2022-12-13 21:26:00,2022-12-14 01:33:00,2022-12-14 01:33:00,2022-12-14 05:40:00,2022-12-14 05:40:00,2022-12-14 09:51:00,2022-12-14 09:51:00,2022-12-14 13:47:00,0.745
2022-12-13,221213345,2022-12-13 08:00:00,2022-12-13 12:08:00,2022-12-13 12:08:00,2022-12-13 16:16:00,2022-12-13 19:26:00,2022-12-14 19:37:00,2022-12-14 21:37:00,2022-12-15 01:44:00,2022-12-15 01:44:00,2022-12-15 05:55:00,2022-12-15 05:55:00,2022-12-15 09:53:00,2022-12-15 09:53:00,2022-12-15 13:46:00,0.4062
2022-12-14,221214346,2022-12-14 08:00:00,2022-12-14 11:56:00,2022-12-14 11:56:00,2022-12-14 15:51:00,2022-12-14 19:37:00,2022-12-15 19:41:00,2022-12-15 21:41:00,2022-12-16 01:33:00,2022-12-16 01:33:00,2022-12-16 05:33:00,2022-12-16 05:33:00,2022-12-16 09:26:00,2022-12-16 09:26:00,2022-12-16 13:15:00,0.5335
2022-12-15,221215347,2022-12-15 08:00:00,2022-12-15 11:53:00,2022-12-15 11:53:00,2022-12-15 15:52:00,2022-12-15 19:41:00,2022-12-16 19:28:00,2022-12-16 21:28:00,2022-12-17 01:21:00,2022-12-17 01:21:00,2022-12-17 05:32:00,2022-12-17 05:32:00,2022-12-17 09:43:00,2022-12-17 09:43:00,2022-12-17 13:50:00,0.4269
2022-12-16,221216348,2022-12-16 08:00:00,2022-12-16 12:02:00,2022-12-16 12:02:00,2022-12-16 15:55:00,2022-12-16 19:28:00,2022-12-17 19:11:00,2022-12-17 21:11:00,2022-12-18 01:10:00,2022-12-18 01:10:00,2022-12-18 05:18:00,2022-12-18 05:18:00,2022-12-18 09:08:00,2022-12-18 09:08:00,2022-12-18 13:14:00,0.493
2022-12-17,221217349,2022-12-17 08:00:00,2022-12-17 11:48:00,2022-12-17 11:48:00,2022-12-17 15:43:00,2022-12-17 19:11:00,2022-12-18 18:43:00,2022-12-18 20:43:00,2022-12-19 00:46:00,2022-12-19 00:46:00,2022-12-19 04:51:00,2022-12-19 04:51:00,2022-12-19 08:44:00,2022-12-19 08:44:00,2022-12-19 12:46:00,0.5437
2022-12-18,221218350,2022-12-18 08:00:00,2022-12-18 12:03:00,2022-12-18 12:03:00,2022-12-18 16:02:00,2022-12-18 18:43:00,2022-12-19 18:53:00,2022-12-19 20:53:00,2022-12-20 00:52:00,2022-12-20 00:52:00,2022-12-20 04:56:00,2022-12-20 04:56:00,2022-12-20 08:52:00,2022-12-20 08:52:00,2022-12-20 12:46:00,0.307
2022-12-19,221219351,2022-12-19 08:00:00,2022-12-19 12:00:00,2022-12-19 12:00:00,2022-12-19 15:54:00,2022-12-19 18:53:00,2022-12-20 19:19:00,2022-12-20 21:19:00,2022-12-21 01:13:00,2022-12-21 01:13:00,2022-12-21 05:21:00,2022-12-21 05:21:00,2022-12-21 09:30:00,2022-12-21 09:30:00,2022-12-21 13:20:00,0.5754
2022-12-20,221220352,2022-12-20 08:00:00,2022-12-20 12:11:00,2022-12-20 12:11:00,2022-12-20 16:15:00,2022-12-20 19:19:00,2022-12-21 19:43:00,2022-12-21 21:43:00,2022-12-22 01:31:00,2022-12-22 01:31:00,2022-12-22 05:39:00,2022-12-22 05:39:00,2022-12-22 09:39:00,2022-12-22 09:39:00,2022-12-22 13:27:00,0.4881
2022-12-21,221221353,2022-12-21 08:00:00,2022-12-21 11:52:00,2022-12-21 11:52:00,2022-12-21 15:53:00,2022-12-21 19:43:00,2022-12-22 19:23:00,2022-12-22 21:23:00,2022-12-23 01:34:00,2022-12-23 01:34:00,2022-12-23 05:25:00,2022-12-23 05:25:00,2022-12-23 09:35:00,2022-12-23 09:35:00,2022-12-23 13:41:00,0.3652
2022-12-22,221222354,2022-12-22 08:00:00,2022-12-22 11:53:00,2022-12-22 11:53:00,2022-12-22 15:53:00,2022-12-22 19:23:00,2022-12-23 19:31:00,2022-12-23 21:31:00,2022-12-24 01:19:00,2022-12-24 01:19:00,2022-12-24 05:29:00,2022-12-24 05:29:00,2022-12-24 09:29:00,2022-12-24 09:29:00,2022-12-24 13:22:00,0.5372
2022-12-23,221223355,2022-12-23 08:00:00,2022-12-23 12:05:00,2022-12-23 12:05:00,2022-12-23 16:00:00,2022-12-23 19:31:00,2022-12-24 19:24:00,2022-12-24 21:24:00,2022-12-25 01:29:00,2022-12-25 01:29:00,2022-12-25 05:33:00,2022-12-25 05:33:00,2022-12-25 09:37:00,2022-12-25 09:37:00,2022-12-25 13:27:00,0.6032
2022-12-24,221224356,2022-12-24 08:00:00,2022-12-24 11:58:00,2022-12-24 11:58:00,2022-12-24 16:02:00,2022-12-24 19:24:00,2022-12-25 19:31:00,2022-12-25 21:31:00,2022-12-26 01:26:00,2022-12-26 01:26:00,2022-12-26 05:21:00,2022-12-26 05:21:00,2022-12-26 09:18:00,2022-12-26 09:18:00,2022-12-26 13:15:00,0.7486
2022-12-25,221225357,2022-12-25 08:00:00,2022-12-25 12:11:00,2022-12-25 12:11:00,2022-12-25 16:14:00,2022-12-25 19:31:00,2022-12-26 19:42:00,2022-12-26 21:42:00,2022-12-27 01:53:00,2022-12-27 01:53:00,2022-12-27 05:52:00,2022-12-27 05:52:00,2022-12-27 09:56:00,2022-12-27 09:56:00,2022-12-27 13:50:00,0.6077
2022-12-26,221226358,2022-12-26 08:00:00,2022-12-26 12:04:00,2022-12-26 12:04:00,2022-12-26 16:08:00,2022-12-26 19:42:00,2022-12-27 20:02:00,2022-12-27 22:02:00,2022-12-28 02:05:00,2022-12-28 02:05:00,2022-12-28 06:11:00,2022-12-28 06:11:00,2022-12-28 10:01:00,2022-12-28 10:01:00,2022-12-28 14:05:00,0.2756
2022-12-27,221227359,2022-12-27 08:00:00,2022-12-27 12:06:00,2022-12-27 12:06:00,2022-12-27 16:14:00,2022-12-27 20:02:00,2022-12-28 20:28:00,2022-12-28 22:28:00,2022-12-29 02:30:00,2022-12-29 02:30:00,2022-12-29 06:34:00,2022-12-29 06:34:00,2022-12-29 10:24:00,2022-12-29 10:24:00,2022-12-29 14:27:00,0.485
2022-12-28,221228360,2022-12-28 08:00:00,2022-12-28 11:58:00,2022-12-28 11:58:00,2022-12-28 15:47:00,2022-12-28 20:28:00,2022-12-29 20:49:00,2022-12-29 22:49:00,2022-12-30 02:58:00,2022-12-30 02:58:00,2022-12-30 07:03:00,2022-12-30 07:03:00,2022-12-30 10:56:00,2022-12-30 10:56:00,2022-12-30 14:50:00,0.5404
2022-12-29,221229361,2022-12-29 08:00:00,2022-12-29 11:54:00,2022-12-29 11:54:00,2022-12-29 15:56:00,2022-12-29 20:49:00,2022-12-30 20:43:00,2022-12-30 22:43:00,2022-12-31 02:33:00,2022-12-31 02:33:00,2022-12-31 06:22:00,2022-12-31 06:22:00,2022-12-31 10:22:00,2022-12-31 10:22:00,2022-12-31 14:33:00,0.7012
